strategy_name, auroc
nothing,0.7283786143089426
hr,0.7282786131821695
dow,0.7282778783300436
fq,0.7282778783300436
recency,0.7283624322527578
inview_fq,0.7282777558546893
inview_recency,0.7282779548771401
elapsed_time_rt,0.7259666306099224
is_rt_any,0.7282778783300436
is_same_domain,0.7282778783300436
creative_type,0.7282781232807523
os,0.7282778783300436
prob_man,0.7282338178213399
ctr_user,0.7282778783300436
inview_ratio,0.7282778783300436
ctr_slot,0.7282778783300436
iv_ctr_slot,0.7282942594086792
slot_category,0.7282778783300436
slot_site_type,0.7282778783300436
ctr_sp_slot,0.7282778783300436
iv_ctr_sp_slot,0.7282773578097879
sponsor_id,0.7282778783300436
slot_id,0.7282778783300436
is_click,0.7282778783300436
